train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
0.6651199460029602,0,49,,,,
0.624699592590332,0,99,,,,
0.5458323359489441,0,149,,,,
0.5684154033660889,0,199,,,,
0.47531363368034363,0,249,,,,
0.6037735939025879,0,299,,,,
0.6617915630340576,0,349,,,,
0.5082269906997681,0,399,,,,
0.4323880076408386,0,449,,,,
,0,449,0.5011138916015625,0.7518749833106995,,
,0,449,,,0.7093750238418579,
0.730176568031311,1,499,,,,
0.4681042432785034,1,549,,,,
0.5798344612121582,1,599,,,,
0.34988659620285034,1,649,,,,
0.514433741569519,1,699,,,,
0.6336719989776611,1,749,,,,
0.40203723311424255,1,799,,,,
0.6416282653808594,1,849,,,,
0.7248106002807617,1,899,,,,
,1,899,0.45394375920295715,0.7912499904632568,,
,1,899,,,0.7688888907432556,
0.3633369505405426,2,949,,,,
0.4180087745189667,2,999,,,,
0.42681884765625,2,1049,,,,
0.5079458355903625,2,1099,,,,
0.39550429582595825,2,1149,,,,
0.4003332853317261,2,1199,,,,
0.5411549806594849,2,1249,,,,
0.38846641778945923,2,1299,,,,
0.4462190568447113,2,1349,,,,
,2,1349,0.42394012212753296,0.8125,,
,2,1349,,,0.7923611402511597,
0.5768242478370667,3,1399,,,,
0.3764978051185608,3,1449,,,,
0.33818545937538147,3,1499,,,,
0.5186111927032471,3,1549,,,,
0.30254650115966797,3,1599,,,,
0.5790273547172546,3,1649,,,,
0.4364597797393799,3,1699,,,,
0.37150514125823975,3,1749,,,,
0.3642893433570862,3,1799,,,,
,3,1799,0.4221007823944092,0.8237500190734863,,
,3,1799,,,0.8070833086967468,
0.35741978883743286,4,1849,,,,
0.42840710282325745,4,1899,,,,
0.5366919040679932,4,1949,,,,
0.4700925350189209,4,1999,,,,
0.37801486253738403,4,2049,,,,
0.3778342008590698,4,2099,,,,
0.2689165472984314,4,2149,,,,
0.4050460755825043,4,2199,,,,
0.3283877670764923,4,2249,,,,
,4,2249,0.4063854217529297,0.8181250095367432,,
,4,2249,,,0.8151388764381409,
0.4121898412704468,5,2299,,,,
0.29258647561073303,5,2349,,,,
0.49195849895477295,5,2399,,,,
0.3531027138233185,5,2449,,,,
0.5074315071105957,5,2499,,,,
0.28572890162467957,5,2549,,,,
0.6173627972602844,5,2599,,,,
0.3989792764186859,5,2649,,,,
0.3880670964717865,5,2699,,,,
,5,2699,0.37434399127960205,0.8462499976158142,,
,5,2699,,,0.8241666555404663,
0.4020070731639862,6,2749,,,,
0.35908055305480957,6,2799,,,,
0.4308167099952698,6,2849,,,,
0.36771586537361145,6,2899,,,,
0.19132433831691742,6,2949,,,,
0.3150724768638611,6,2999,,,,
0.32231172919273376,6,3049,,,,
0.394694983959198,6,3099,,,,
0.26932743191719055,6,3149,,,,
,6,3149,0.3647986650466919,0.8581249713897705,,
,6,3149,,,0.8281944394111633,
0.4008118808269501,7,3199,,,,
0.39177414774894714,7,3249,,,,
0.3644847571849823,7,3299,,,,
0.4124288558959961,7,3349,,,,
0.38992226123809814,7,3399,,,,
0.21072958409786224,7,3449,,,,
0.3338381350040436,7,3499,,,,
0.4147416353225708,7,3549,,,,
0.3314836919307709,7,3599,,,,
,7,3599,0.37854230403900146,0.8450000286102295,,
,7,3599,,,0.836597204208374,
0.27177882194519043,8,3649,,,,
0.311545729637146,8,3699,,,,
0.3430138826370239,8,3749,,,,
0.22663144767284393,8,3799,,,,
0.3315829932689667,8,3849,,,,
0.24772107601165771,8,3899,,,,
0.19616588950157166,8,3949,,,,
0.35926389694213867,8,3999,,,,
0.3991469740867615,8,4049,,,,
,8,4049,0.35942283272743225,0.8525000214576721,,
,8,4049,,,0.8406944274902344,
0.503384530544281,9,4099,,,,
0.21857278048992157,9,4149,,,,
0.44136953353881836,9,4199,,,,
0.251738041639328,9,4249,,,,
0.362311989068985,9,4299,,,,
0.3824157118797302,9,4349,,,,
0.3060911297798157,9,4399,,,,
0.24985629320144653,9,4449,,,,
0.3267443776130676,9,4499,,,,
,9,4499,0.34937968850135803,0.8543750047683716,,
,9,4499,,,0.8447222113609314,
,10,4500,,,,0.8492500185966492
